RMSSD,SDNN,condition,actualCondition
37.71682545706787,28.173952976065998,0,0
24.601397484084817,18.787751111741258,0,0
28.392433291270297,26.814635767767285,0,0
21.609815524065148,14.833321773704288,0,0
